id,first_name,last_name,age,email,occupation,political_views,nationality,university,academic_degree,address,postal_code,country,city
0d8e3ba8-da85-4455-a796-b57b55f5d732,Vito,Eaton,51,barmecide1821@live.com,Neurologist,Moderate,Egyptian,California State University  Fullerton (Fullerton  CSUF  Cal State Fullerton),Master,1064 Rondel Street,81666,Vatican City,Des Moines
0887f6b4-fd63-4573-9897-51fb1f83b4f2,Otha,Cabrera,28,digestives1800@yahoo.com,Window Cleaner,Moderate,Swedish,Clayton State University,PhD,1123 Hegal Close,81666,Iraq,Manitowoc
a7fadcc1-42b0-4416-aef0-f7e3ecedc806,Carter,Barry,21,clethra1821@yahoo.com,Moneylender,Conservative,Polish,University of West Florida (UWF),None,306 Brentwood High Street,81666,South Africa,Midvale
b9b2775c-dce7-4328-b769-f624c8c5e248,Kaley,Mccormick,18,emperors1895@gmail.com,Sound Engineer,Socialist,Ethiopian,Albany State University,Bachelor,1129 Dickinson Brae,81666,Sint Maarten,Victoria
9e6afb86-e0a1-45a3-9642-a43dd1276e59,Rupert,Miles,58,catamenia1892@live.com,Skipper,Libertarian,Venezuelan,Georgia Southwestern State University (GSW),None,684 Washburn Loop,81666,Guinea,Eastpointe
a9e6d97b-7d86-44ad-92b3-ba4b67a0d669,Mel,Burks,51,crony2003@yandex.com,Meteorologist,Conservative,Finnish,Armstrong State University,None,481 Pine Square,81666,Namibia,Shawnee
405f816d-3e69-4bdf-be02-329ecc1d0d91,Johnette,Dennis,18,snails1858@live.com,Baptist Minister,Moderate,Costa Rican,California State University  Channel Islands (CSUCI or CI),None,363 Steveloe Spur,81666,Ascension Island,Chino Hills
f6da383a-ab7d-450b-ae55-c78c9bdaff0c,Danille,Arnold,32,corker1868@yandex.com,Park Attendant,Communist,Bolivian,California State University  Fullerton (Fullerton  CSUF  Cal State Fullerton),None,1134 Navajo Hill,81666,Eritrea,Medford
40cf281b-2d06-4fc3-8aed-6ce8cde51f79,Jacinda,Livingston,17,arnis2003@yahoo.com,Balloonist,Libertarian,Saudi,Massachusetts Maritime Academy,Bachelor,1181 Burlwood Ferry,81666,American Samoa,Enid
fe5eb89d-d39c-4dd7-bc60-7795dd5c4af2,Gregg,Delaney,37,agosto1825@live.com,Shop Proprietor,Liberal,Estonian,Dalton State College,Bachelor,312 Berry Gardens,81666,Puerto Rico,Bismarck
a19ab96e-4f5f-4ef2-96f5-0044a2a68e20,Josiah,May,56,trust1833@yandex.com,Insurance Assessor,Communist,Dutch,University of California  Merced (UC Merced),Bachelor,805 Oshaughnessy Gardens,81666,Réunion,Wenatchee
a1dfee15-d51e-4297-a1c1-aa84258dd28d,Sal,Carlson,21,doglike1820@yahoo.com,Church Warden,Anarchism,Spanish,Georgia College and State University,None,1206 Hilton Crescent,81666,Lithuania,Carol Stream
1ccd5aa7-b7c9-4110-a1ff-cd3559783c29,Val,Nunez,62,drainer1942@yandex.com,Recreational,Apathetic,Cambodian,New College of Florida,None,234 Mangels Mews,81666,Russia,Littleton
90efe01d-f107-4360-9af0-f3bb7e1cc3d3,Kelsi,Mccoy,26,burps1828@gmail.com,Patent Attorney,Conservative,Portuguese,University of Georgia (UGA),None,740 Restani Path,81666,Kosovo,Dickinson
e19f5050-e11c-4e37-a227-0fac09bd2409,Rosamaria,Moon,22,cranky1951@yahoo.com,Show Jumper,Liberal,Taiwanese,University of California  Los Angeles (UCLA),Bachelor,1276 Claude Trace,81666,Guatemala,Rio Rancho
45e74a84-ab71-42ea-9a13-142cc3bbbf6b,Charlott,Sharpe,58,dashed1809@outlook.com,Tunneller,Moderate,Dutch,California State University  Dominguez Hills (CSUDH),None,1055 Kobbe Nene,81666,St. Kitts & Nevis,Dover
d152e99d-6c63-4adf-9a56-0e3024538c66,Guillermo,Pickett,38,bulanda2035@outlook.com,Minibus Driver,Apathetic,Finnish,Eastern Kentucky University (EKU),None,412 Music Concourse Access Viaduct,81666,Montenegro,Frankfort
5770e915-54c8-435c-a715-4f863e70e02a,Brendan,Bowen,28,downless2004@outlook.com,Furniture Restorer,Communist,Portuguese,California State University  Chico (Chico State),None,732 Claremont Walk,81666,Slovakia,Yucaipa
d845295f-70ef-4cca-b370-3b3adf817867,Taylor,Kramer,66,pantomime1965@gmail.com,Orthopaedic,Liberal,English,University of Central Florida (UCF),None,1377 Grattan Bend,81666,Iceland,Claremore
07ecb812-77e9-4a62-8ee9-08ee9e9a8cba,Lorriane,Kirby,28,jostler1813@outlook.com,Pattern Weaver,Socialist,Jordanian,University of California  Irvine (UC Irvine),None,190 Balceta Field,81666,Algeria,Paradise
b7596123-ada4-4f2a-aba4-dcde61a370fa,Soraya,Park,53,millage1956@yahoo.com,Library Manager,Anarchism,German,New College of Florida,None,1279 Cedar Gardens,81666,St. Kitts & Nevis,Elk River
7d6d58a4-65e4-4af8-a961-c08751f46f99,Larhonda,Rowe,23,brody2040@yahoo.com,Marine Pilot,Libertarian,Cuban,Valdosta State University (VSU),None,367 Chumasero Expressway,81666,Uruguay,Sparks
0c1f1a12-6637-4979-8d70-34c044ea2131,Alva,Bullock,25,estelle1990@live.com,Security Consultant,Liberal,Cuban,California State University  Bakersfield (CSUB),None,1031 Atalaya Expressway,81666,Caribbean Netherlands,Stevens Point
cc0c8453-71c7-4ce3-9fbe-10f1bb769e05,Terrilyn,Hardy,39,cation1841@live.com,Timber Inspector,Libertarian,Saudi,Eastern Connecticut State University (ECSU),None,456 Moss Run,81666,Algeria,Hickory
525952fa-681d-4453-b063-09950dae18c8,Herb,Daniels,42,cephalotripsy1800@yandex.com,Cartographer,Liberal,Danish,California State University  Chico (Chico State),None,629 Nancy Pelosi Route,81666,Christmas Island,Beverly Hills
81bde0ec-ae7f-452d-a073-b872f4d45f41,Marlen,Ward,35,chandra1904@outlook.com,Shop Keeper,Anarchism,Polish,University of West Georgia (UWG),Master,700 Surrey Crescent,81666,Central African Republic,Centerville
379043ef-3b43-49fa-8f81-a9705c3ff915,Julius,Gonzalez,33,balboa1802@gmail.com,Storewoman,Liberal,Saudi,Massachusetts Maritime Academy,None,243 Avenue N Manor,72118,Portugal,Hamtramck
3379ea47-ccbe-4dfa-856e-5325ff0bd38c,Tobias,Schroeder,46,antipodes1916@yahoo.com,Stonemason,Conservative,Swiss,Clayton State University,None,1352 Battery Blaney Point,72118,Australia,Post Falls
f3cb7546-fda5-4b76-960a-65df1f353e2b,Reita,Turner,57,indexical1822@live.com,Ironmonger,Libertarian,Bolivian,Florida A&M University (Florida A&M),None,766 Digby Lane,72118,Moldova,Galesburg
3cf01be8-0620-47c0-9aab-850783cb2dbf,Armandina,Foreman,64,complier1872@outlook.com,Casual Worker,Moderate,Italian,University of California  San Francisco (UCSF),None,335 Taylor Mall,72118,Pitcairn Islands,Leander
d3d8b9ef-8279-402e-a8e4-2982c2a08b69,Josue,Spencer,35,aldus2035@outlook.com,Road Sweeper,Apathetic,Portuguese,Georgia Southwestern State University (GSW),Master,581 Ralston Square,72118,Kuwait,South Burlington
a43a62ab-f47c-49e1-9b95-9b1b09c2578f,Jeffie,Alvarado,35,alair1816@outlook.com,Importer,Libertarian,British,South Georgia State College (SGSC),None,1133 Lulu Park,72118,Norway,Moorhead
e4ad5cec-82c0-4e5e-85a2-f2a2e7bfcf52,Chong,Mooney,56,balaban1957@outlook.com,Welder,Apathetic,Chilean,Albany State University,PhD,935 Omar Nene,72118,Estonia,Kalamazoo
bca2c558-0566-4033-a78a-62b30493e060,Rickie,Poole,37,imagining1882@outlook.com,Vehicle Engineer,Liberal,Australian,Central Connecticut State University (CCSU),None,1311 Marsily Place,72118,Canary Islands,Reno
3b969b86-bd46-4631-a7bc-1b7da1903ad8,Chad,Gaines,19,abucco1992@live.com,Building Advisor,Anarchism,Ethiopian,Clayton State University,None,460 Ofarrell Freeway,72118,Sint Maarten,Menlo Park
23254d59-df02-4b19-bf9a-519aa0b31bac,Jody,Sullivan,53,bison1818@live.com,Pharmacist,Conservative,Venezuelan,Kennesaw State University,None,28 Costa Hill,72118,Namibia,Rockwall
85385d77-2003-4690-ab5a-ab62b1d42cfe,Glynis,Gregory,43,carine2022@outlook.com,Blinds Installer,Apathetic,Dominican,Fort Valley State University,None,1096 Grand View Sideline,72118,Czech Republic,Baldwin
8784855f-13b5-4c3a-a7e3-79c96bf06b39,Dewey,Walsh,27,carcass2006@yandex.com,Travel Consultant,Apathetic,Costa Rican,Fitchburg State University,None,601 Hodges Mews,72118,Georgia,Salina
3374a84c-9749-44f6-974b-4b5c02b58aab,Derek,Moss,24,assault2027@outlook.com,Riveter,Socialist,Salvadorian,University of Louisville (Louisville  U of L  or UL),None,844 Cortland Run,22701,Uganda,Fort Smith
0f42b832-daf4-4397-8b93-2f8fb55404bf,Blossom,Holmes,50,chimalapa1957@gmail.com,Councillor,Communist,Romanian,Dalton State College,Master,1283 Ordway Close,22701,Sierra Leone,Athens
e68a9286-1442-48ef-a21a-2f558b897b5b,Len,Munoz,46,ethelyn1809@live.com,Nursery Nurse,Communist,Swiss,Central Connecticut State University (CCSU),None,231 Rhode Island Garden,22701,Finland,Foster City
056e270c-1f68-4499-9a7e-7ce1969ada2b,Leslie,Wolfe,19,cornishman1929@live.com,Assistant Teacher,Conservative,English,Florida Polytechnic University (Florida Poly or FPU),None,290 Sylvan Private,22701,Macau SAR China,Wisconsin Rapids
08622d73-71ba-4ec1-9a04-6836bacb2fef,Whitney,Mcneil,58,disheart1868@gmail.com,Salesman,Libertarian,Argentinian,South Georgia State College (SGSC),Bachelor,321 Jefferson Promenade,22701,Hungary,Mundelein
8aaeafc3-4165-4ae3-a591-1f99d8330a47,Lionel,Henry,32,blazed1877@live.com,Auditor,Liberal,Japanese,University of Massachusetts Amherst (UMass Amherst),PhD,744 Bessie Square,22701,Réunion,Strongsville
7fd2328a-0fe0-46f6-9ba6-4455f28783cf,Kirby,Vang,20,cicatrix1901@gmail.com,Pet Minder,Socialist,Taiwanese,Morehead State University,None,170 Westbrook Loop,22701,Uruguay,Hurst
6eafd1a4-eaf9-4b03-9c57-db889a2c6cf9,Aleida,Potter,29,emilee1955@yahoo.com,Decorator,Liberal,Portuguese,University of California  San Francisco (UCSF),None,1263 John F Kennedy Cove,22701,Indonesia,Fort Worth
53cfab97-2335-4af2-923b-69d35f823c13,Hubert,Hardy,58,convolvulus1823@yandex.com,Undertaker,Apathetic,Puerto Rican,Albany State University,None,353 Homewood Expressway,22701,Djibouti,Shawnee
2bdf5540-596f-4438-a617-4f6a16e013ca,Ernesto,Pope,46,daaboul1801@gmail.com,Bricklayer,Communist,Cambodian,University of California  San Francisco (UCSF),None,70 Romain Concession road,22701,Gambia,Long Branch
8c10c9a8-f924-429f-8190-db18b332ae61,Warner,Burks,33,sedatives2016@yandex.com,Fraud Investigator,Libertarian,Mexican,Florida State University (FSU),None,13 Tapia Close,22701,Angola,Puyallup
05fa43cc-4312-41bf-a270-0cb6149f8626,Daren,Larson,35,brockman1865@yandex.com,Mill Worker,Anarchism,Swedish,Florida Gulf Coast University (FGCU),None,170 Marengo Cove,22701,Austria,Round Lake
9530b019-ab94-42f6-9d5f-2ec422b44b92,Khadijah,Campbell,42,bogard1867@yandex.com,Rector,Libertarian,French,Salem State University,None,564 Security Pacific High Street,22701,American Samoa,Oro Valley
28033d83-2988-4a33-be4a-e62c1a4cf2a0,Quinn,Mueller,29,esmond2000@live.com,Operative,Liberal,Israeli,California State University  Dominguez Hills (CSUDH),None,81 Ulloa Plantation,22701,Åland Islands,Redmond
2e3f37df-4d44-43d5-b7b3-acb5bfa1b966,Refugio,Pugh,39,defeatism1904@gmail.com,Sports Administrator,Apathetic,Belgian,East Georgia State College,None,831 Manseau Freeway,68545,Gibraltar,University Place
b1f554f0-c453-40dc-b5e7-2d3a76b5b6f2,Loyce,Rodriguez,53,dolphin1813@live.com,Piano Tuner,Anarchism,Belgian,University of South Florida (USF),None,704 Cottage Highway,68545,Benin,Wake Forest
81647db5-4383-4c94-a39c-e7a50e468a95,Ryan,Puckett,39,arias1912@yahoo.com,Pharmacist,Socialist,Uruguayan,California State University  Dominguez Hills (CSUDH),None,1027 Anderson High Street,68545,Guernsey,Enterprise
32eefaa0-b6c1-4b43-9d00-26c392b281f8,Ayesha,Weber,54,elute1895@yandex.com,Sheet Metal Worker,Liberal,Ukrainian,Western Kentucky University (WKU),None,567 Valdez Parkway,68545,Austria,Dubuque
f464172d-5e75-47ae-b8f1-be3cb23f6453,Carmen,Hooper,56,degenerative1864@live.com,Tacker,Libertarian,Taiwanese,Bainbridge State College,None,409 Ringold Terrace,68545,Guam,Easley
511599ef-17fa-440c-bac5-3dc016731fe3,Rod,Stevenson,29,arcane1973@yandex.com,Welfare Officer,Libertarian,Costa Rican,Eastern Connecticut State University (ECSU),None,645 Ellsworth Side road,68545,Sudan,Columbia Heights
2d5ae344-fee7-4ce8-a55e-a2db67425904,Kris,Campbell,40,alexandrite2007@outlook.com,Payroll Assistant,Moderate,Russian,Massachusetts College of Liberal Arts,None,1157 Cross Plaza,68545,India,Dearborn
d0098f23-4e48-4845-9c51-ac860be6b8c6,Emerita,Bradley,37,conservative1806@yahoo.com,Auctioneer,Conservative,Egyptian,University of Florida (UF),None,1185 United Nations Trace,68545,Monaco,Toledo
7244b329-33a1-4560-ba4b-b2fb53899e86,Francesco,Dean,32,motility1894@yahoo.com,Market Researcher,Conservative,Mexican,Valdosta State University (VSU),None,636 Bowman Road,68545,Bahrain,Northglenn
98b090a0-894b-409a-9149-41c0b219d2b5,Francene,Ford,59,amril1837@live.com,Production Planner,Anarchism,Chilean,College of Coastal Georgia,None,91 Butte Avenue,68545,Venezuela,Miamisburg
25ab6f15-7cd1-405f-99ba-d96ba440d9cd,Elisha,Nicholson,66,denes1892@yandex.com,Loss Assessor,Libertarian,Argentinian,University of Massachusetts Boston (UMass Boston),None,754 Brookhaven Grove,68545,Belgium,Plantation
ad2c3962-a52c-4732-ab1a-0108ae2df598,Neoma,Reese,38,caribou2025@yahoo.com,Materials Manager,Liberal,Saudi,East Georgia State College,PhD,876 Jansen Sideline,68545,Norway,Smyrna
09e2142e-d283-429f-94e5-60ca7300ec5e,Arden,Conrad,30,bombsight2011@gmail.com,Illustrator,Communist,Bolivian,Murray State University,None,503 Acton Extension,68545,Equatorial Guinea,Temple City
c5337675-751a-4564-8af5-142decd80dfc,Michel,Dillon,22,broddy1804@yahoo.com,Hosiery Mechanic,Communist,Afghan,California State University  Fresno (Fresno State),None,12 Waithman Gardens,68545,Tanzania,Goleta
631dfb48-5fe4-4880-9028-2baa14816e7d,Cassi,Calhoun,53,creative1923@gmail.com,Statistician,Communist,Greek,Fort Valley State University,None,939 Dirk Dirksen Loop,68545,Congo - Brazzaville,Santa Clarita
643c300b-6eb4-43d2-a844-6dfdf7eb3108,Hai,Carey,43,dulcea1871@yandex.com,Building Engineer,Communist,Irish,California State University  Fresno (Fresno State),None,362 Ils Manor,68545,Bahamas,Midvale
9478f784-a333-4fef-a84e-aace3a776f1c,Bernard,Alvarez,31,alger2005@yahoo.com,Voluntary Worker,Apathetic,Polish,University of West Georgia (UWG),None,1117 Saratoga Sideline,27899,Tunisia,Desert Hot Springs
47d4dc5f-38f8-4723-96c1-02765089cf5c,Dannie,Nicholson,42,segment1916@yahoo.com,Literary Editor,Communist,Swedish,University of California  Riverside (UC Riverside),None,1069 Naylor Garden,27899,Botswana,Dalton
ff826be0-c26b-47a0-a37e-f4a14c699545,Demetrius,Austin,32,regularity1940@live.com,Geophysicist,Libertarian,Portuguese,University of California  Irvine (UC Irvine),None,1055 Alvarado Field,27899,Belarus,Bettendorf
1720ebe7-e418-406a-a882-2740b83eafd8,Whitney,Peterson,22,laceration1879@yahoo.com,Tool Maker,Moderate,Danish,California State University  East Bay (CSUEB),None,938 Cleo Rand High Street,27899,U.S. Virgin Islands,West Covina
53383836-7b5f-4afa-a1d7-d773fc93f461,Nathan,Baird,37,aborticide1900@outlook.com,Blacksmith,Conservative,Iranian,Florida Gulf Coast University (FGCU),PhD,784 Highland Mall,27899,Antarctica,Fairfax
abfe5555-12c5-4c5c-8a21-7d4d12174bdc,Mikaela,Carey,62,chunmei1838@yandex.com,Rigger,Moderate,Greek,Abraham Baldwin Agricultural College,None,1398 Ils Street,27899,Tajikistan,Redding
aaa16d6b-bdef-4908-bbf7-5d40c68cc92e,Terresa,Patterson,54,ballroom2059@yandex.com,Library Manager,Libertarian,German,University of North Florida (UNF),Bachelor,536 Higuera Path,27899,Cayman Islands,Quincy
44e33a3d-6c70-45e3-8cae-1aee0a5e7b0a,Jona,Barron,49,constructor2006@yandex.com,Administration Clerk,Socialist,Cameroonian,Clayton State University,Master,752 Craut Plantation,27899,China,Wentzville
081e88f1-5df5-4a5d-a67d-64cf5972335d,Tyree,Roberts,28,extremal1899@yahoo.com,Taxi Controller,Apathetic,Danish,Florida Polytechnic University (Florida Poly or FPU),None,757 Marion Grove,27899,Cook Islands,Lakewood
0e746c01-ccef-4a20-b527-7215ec263e08,Ulrike,Mcclain,23,sledged1944@yandex.com,Agent,Moderate,Danish,University of Massachusetts Lowell (UMass Lowell),None,461 Seawell Extension,27899,Mauritius,Bainbridge Island
a947ac1a-da6a-4174-92be-e4ee4166fca5,Tiffiny,Vega,44,cardamom1851@yandex.com,Hearing Therapist,Apathetic,Puerto Rican,South Georgia State College (SGSC),None,1010 Morrell High Street,27899,Mali,Douglasville
fe6d87b4-a0a3-4057-87bf-6c98c16ef2de,Ching,Cortez,64,disheart1919@live.com,Stone Cutter,Anarchism,Belgian,Massachusetts College of Liberal Arts,None,16 Church Access Lane,27899,Finland,Cutler Bay
62c26256-c345-4dc7-bae1-9facc1a3c4f1,Clemencia,Keller,38,chander1892@gmail.com,Architect,Moderate,Spanish,California State University  Channel Islands (CSUCI or CI),None,828 Automobile Gardens,27899,Ascension Island,Edwardsville
68e1c58e-521b-4917-b58a-d3063dfae882,Marylyn,Wright,59,dikkop1858@yahoo.com,Stonemason,Moderate,Polish,University of South Florida (USF),None,640 Wood Drung,27899,Tuvalu,Salem
776cefb5-b6af-451a-88d3-e195291bffa2,Zada,Britt,63,cranky1994@outlook.com,Sub-Postmistress,Moderate,Colombian,University of California  Irvine (UC Irvine),None,1110 Russia Concession road,27899,Honduras,Pearl
56a97632-d534-46ce-a34d-f121c6261e3a,Nigel,Rose,18,dynamism1806@outlook.com,IT Consultant,Liberal,Israeli,University of Massachusetts Lowell (UMass Lowell),None,1109 Noriega Thruway,27899,Honduras,Steubenville
36017c92-720b-4d4e-84e5-df2b6aed820c,Kelly,Richard,47,anglesmith1831@gmail.com,Steeplejack,Liberal,Jordanian,Kentucky State University,None,1191 Mary Teresa Highway,27899,United Kingdom,Melrose Park
78f0d1ab-d623-4b45-9c9e-fdb414f4e295,Coretta,Mejia,38,immune2051@yandex.com,Property Manager,Conservative,Iranian,Framingham State University,None,419 Boutwell Green,27899,Iran,Portland
b13886d9-9f45-4b6f-821e-4e041e9bd8ee,Emile,Rodriguez,29,havocs1948@outlook.com,Tractor Mechanic,Moderate,Italian,University of California  San Diego (UC San Diego),None,728 Henry Side road,25484,South Georgia & South Sandwich Islands,Buffalo Grove
50955be4-9494-4c53-a6b4-c02b23fc6045,Laurinda,Morrison,23,butcheress1999@live.com,Nursery Worker,Liberal,British,University of North Georgia (UNG),None,111 San Aleso Mall,25484,Zimbabwe,Norristown
37be2891-1d42-4781-ab60-d98ae1a160b3,Robby,Gallagher,30,cypress1917@outlook.com,Zoo Keeper,Socialist,Swedish,California State University  Chico (Chico State),None,990 Ingalls Alley,25484,Trinidad & Tobago,Lancaster
94fd56d3-e3e9-41d2-9aa0-0144791b94db,Eric,Higgins,21,porkpie1909@gmail.com,Recorder,Anarchism,Chinese,Eastern Kentucky University (EKU),None,837 Greely Plantation,25484,Uzbekistan,Newport News
d593f2da-666d-42c6-a0e4-174d3b17dd54,Gaston,Miller,49,dories1883@live.com,Sub-Postmistress,Conservative,Chilean,Massachusetts College of Liberal Arts,None,236 Hearst High Street,25484,French Southern Territories,Brea
43c7e22a-a728-4f85-87ae-f6a913598c2e,Chau,Herring,23,baktun1809@live.com,Travel Guide,Liberal,Guatemalan,University of California  Los Angeles (UCLA),None,1376 Granville Mall,25484,New Caledonia,Duncan
c064e81d-4f3d-4006-b604-4e6cc3ab9477,Norris,Joyce,61,habanera1897@live.com,Charity Worker,Moderate,French,University of California  San Francisco (UCSF),None,580 Shafter Court,25484,Ghana,Santa Maria
2f2f1653-5dd0-4f51-be47-88dc6264a76e,Tennille,Gregory,40,takeout1852@outlook.com,Payroll Manager,Apathetic,British,University of Massachusetts Medical School,Master,1137 Olive Extension,25484,Congo - Brazzaville,Thornton
d31f0a30-7959-4630-b738-7707724387e3,Dominic,Malone,56,corners2062@outlook.com,Special Needs,Socialist,Belgian,Morehead State University,None,1137 Lancaster Hill,25484,Pakistan,Davenport
2cdf5ddd-637a-479d-a1ee-8fe7ab00a47c,Lakendra,Castillo,29,comate1998@yahoo.com,Show Jumper,Anarchism,Dominican,South Georgia State College (SGSC),None,930 Arnold Drive,25484,Northern Mariana Islands,Sedalia
1cba85ac-f14d-49b2-9e29-81a0d9641138,Forest,Dudley,64,acubens1938@outlook.com,Employment,Socialist,Colombian,Dalton State College,None,927 Parque Boulevard,25484,Czech Republic,Tinton Falls
3f27a184-7da6-433a-aa6f-70832084f019,Bruna,Orr,45,bellhop1813@yahoo.com,Remedial Therapist,Liberal,Latvian,California State University  Fullerton (Fullerton  CSUF  Cal State Fullerton),None,566 France Side road,25484,Anguilla,Lansing
82fe51f3-7825-41bc-9e12-9ca0876b31f0,Xavier,Love,31,deifier2059@outlook.com,Golfer,Communist,Cambodian,University of California  San Francisco (UCSF),None,1120 Texas High Street,25484,Nauru,Logansport
3d5660b4-4692-40f2-994a-9ec7af7816c1,Josefine,Smith,61,bourcier2070@yahoo.com,Playgroup Assistant,Liberal,Spanish,University of North Georgia (UNG),None,1147 Sea View Viaduct,25484,Japan,Akron
d4e45166-bb7c-41dc-af13-f42a94e24cff,Tonda,Mathews,38,blowy2003@gmail.com,Quarry Worker,Libertarian,Romanian,University of North Georgia (UNG),None,150 West Portal Green,25484,Guatemala,Jefferson City
b4ebcc37-bb97-4d63-b476-453fad0dae37,Theresia,House,24,cooling1897@outlook.com,Cafe Staff,Communist,Cuban,Central Connecticut State University (CCSU),None,316 Cranleigh Loop,25484,Suriname,Midvale
8945f3c4-96fb-4734-ae63-6bdfb610acc0,Dustin,Mclaughlin,38,cozen2037@yandex.com,Meat Inspector,Anarchism,Latvian,University of South Florida (USF),None,224 Anzavista Park,25484,Anguilla,Chapel Hill
d29afe6b-7c48-4dea-ae36-8fa9e0505a51,Lawerence,Molina,47,palindrome1903@yahoo.com,Upholsterer,Apathetic,Egyptian,Georgia Institute of Technology (Georgia Tech),None,266 Ralston Loop,25484,Ethiopia,Springfield
